CN,eval_period,LAT,LON,STDAGE,v4_class,v5_class,v5_total,potapov_rh95,hagan_value
375823416489998,2014-2018,45.49652,-70.29904,104,Not LSOG,Not LSOG,3,5,15
375823417489998,2014-2018,45.32233,-70.24531,58,Not LSOG,Not LSOG,1,15,15
375823418489998,2014-2018,45.41597,-70.36548,50,Not LSOG,Not LSOG,2,17,15
375823419489998,2014-2018,45.34949,-70.42918,49,Not LSOG,Not LSOG,0,4,15
375823420489998,2014-2018,45.25738,-70.30149,68,Not LSOG,Not LSOG,1,19,15
375823421489998,2014-2018,45.16772,-70.36736,70,Not LSOG,Not LSOG,2,14,15
375823422489998,2014-2018,45.27747,-70.48239,93,Transitioning LS,Transitioning LS,5,15,15
375823423489998,2014-2018,45.91902,-69.3661,102,Transitioning LS,Not LSOG,4,11,15
375823424489998,2014-2018,46.00313,-69.48562,43,Not LSOG,Not LSOG,2,4,15
375823425489998,2014-2018,45.91909,-69.60143,116,Not LSOG,Not LSOG,1,4,15
375823426489998,2014-2018,45.75995,-69.4782,78,Not LSOG,Not LSOG,3,18,15
375823427489998,2014-2018,45.71953,-69.55833,40,Not LSOG,Not LSOG,3,13,15
375823428489998,2014-2018,45.86349,-69.6054,15,Not LSOG,Not LSOG,0,14,15
375823430489998,2014-2018,45.562188,-69.652199,31,Not LSOG,Not LSOG,1,NA,15
375823431489998,2014-2018,45.47747,-69.73288,94,Not LSOG,Not LSOG,1,17,15
375823432489998,2014-2018,45.65119,-69.78176,85,Not LSOG,Not LSOG,2,5,15
375823433489998,2014-2018,45.61056,-69.90698,90,Not LSOG,Not LSOG,1,3,15
375823434489998,2014-2018,45.55099,-69.91976,60,Not LSOG,Not LSOG,0,0,15
375823435489998,2014-2018,47.23492,-68.20173,47,Not LSOG,Not LSOG,0,17,-1
375823439489998,2014-2018,46.35291,-70.1412,58,Not LSOG,Not LSOG,2,14,15
375823440489998,2014-2018,46.16865,-70.15814,42,Not LSOG,Not LSOG,3,20,15
375823441489998,2014-2018,46.09996,-70.20828,41,Not LSOG,Not LSOG,0,13,15
375823442489998,2014-2018,45.5486,-70.67893,65,Not LSOG,Not LSOG,2,19,15
375823443489998,2014-2018,45.247,-70.89851,88,Not LSOG,Not LSOG,3,11,15
375823444489998,2014-2018,45.27083,-71.0704,94,Not LSOG,Not LSOG,4,18,-1
375823445489998,2014-2018,45.10223,-70.89046,73,Not LSOG,Not LSOG,1,16,2
375823447489998,2014-2018,44.20205,-70.57012,75,Not LSOG,Not LSOG,4,20,-1
375823448489998,2014-2018,44.11625,-70.45419,51,Not LSOG,Not LSOG,1,12,-1
375823449489998,2014-2018,44.04399,-70.5022,69,Not LSOG,Not LSOG,4,20,-1
375823450489998,2014-2018,44.13594,-70.63154,52,Not LSOG,Not LSOG,0,14,-1
375823452489998,2014-2018,44.00587,-70.75016,65,Not LSOG,Not LSOG,3,10,-1
375823454489998,2014-2018,43.83063,-70.68399,78,Not LSOG,Not LSOG,2,18,-1
375823455489998,2014-2018,43.91799,-70.79347,90,Transitioning LS,Not LSOG,4,15,-1
375823456489998,2014-2018,43.85565,-70.84398,45,Not LSOG,Not LSOG,2,3,-1
375823457489998,2014-2018,43.94175,-70.97164,80,LS,LS,7,23,-1
375823459489998,2014-2018,43.76854,-70.88403,56,Not LSOG,Not LSOG,3,6,-1
375823460489998,2014-2018,43.6134,-70.84222,45,Not LSOG,Not LSOG,0,8,-1
375823461489998,2014-2018,44.9137,-69.41447,46,Not LSOG,Not LSOG,1,22,15
375823462489998,2014-2018,44.8437,-69.46135,98,Not LSOG,Not LSOG,3,11,15
375823463489998,2014-2018,44.67838,-69.768,70,Not LSOG,Not LSOG,3,14,-1
375823465489998,2014-2018,44.74299,-69.59742,50,Not LSOG,Not LSOG,2,0,15
375823466489998,2014-2018,44.81926,-69.77184,64,Not LSOG,Not LSOG,2,0,15
375823467489998,2014-2018,44.81542,-69.20432,73,Not LSOG,Not LSOG,2,0,15
375823469489998,2014-2018,44.56212,-69.89976,63,Not LSOG,Not LSOG,1,19,-1
375823470489998,2014-2018,44.40572,-69.83701,65,Not LSOG,Not LSOG,0,13,-1
375823472489998,2014-2018,44.60504,-70.06755,30,Not LSOG,Not LSOG,0,12,-1
375823473489998,2014-2018,46.53807,-68.04596,29,Not LSOG,Not LSOG,2,11,15
375823474489998,2014-2018,46.59354,-68.15407,38,Not LSOG,Not LSOG,0,17,15
375823475489998,2014-2018,46.54278,-68.22496,74,Transitioning LS,Not LSOG,4,13,15
375823476489998,2014-2018,46.47289,-68.2901,50,Not LSOG,Not LSOG,3,12,15
375823477489998,2014-2018,46.37275,-68.155,53,Not LSOG,Not LSOG,1,15,15
375823478489998,2014-2018,46.30583,-68.23269,24,Not LSOG,Not LSOG,0,13,15
375823479489998,2014-2018,46.49779,-68.45194,66,Not LSOG,Not LSOG,0,10,15
375823480489998,2014-2018,46.33496,-68.3894,20,Not LSOG,Not LSOG,1,14,15
375823481489998,2014-2018,46.25548,-68.44746,82,Not LSOG,Not LSOG,3,4,15
375823482489998,2014-2018,46.16732,-68.34451,70,Not LSOG,Not LSOG,2,17,15
375823483489998,2014-2018,46.1012,-68.41203,51,Not LSOG,Not LSOG,0,13,15
375823484489998,2014-2018,46.29189,-68.52986,97,Not LSOG,Not LSOG,3,14,15
375823486489998,2014-2018,45.02399,-67.95408,86,Not LSOG,Not LSOG,3,10,15
375823487489998,2014-2018,44.84582,-67.82643,35,Not LSOG,Not LSOG,1,13,-1
375823488489998,2014-2018,44.77755,-67.94292,56,Not LSOG,Not LSOG,0,12,15
375823489489998,2014-2018,44.62313,-67.8714,76,Not LSOG,Not LSOG,2,19,-1
375823490489998,2014-2018,44.70874,-68.01579,97,LS,Transitioning LS,6,0,15
375823491489998,2014-2018,44.81561,-68.1299,29,Not LSOG,Not LSOG,0,12,15
375823492489998,2014-2018,44.67754,-68.01929,65,Not LSOG,Not LSOG,2,10,-1
375823493489998,2014-2018,44.67378,-68.06017,49,Not LSOG,Not LSOG,1,14,-1
375823494489998,2014-2018,44.58913,-68.12885,91,Transitioning LS,Transitioning LS,5,19,-1
375823495489998,2014-2018,44.42277,-67.97793,49,Not LSOG,Not LSOG,3,18,-1
375823496489998,2014-2018,44.44929,-68.06583,60,Not LSOG,Not LSOG,3,11,-1
375823497489998,2014-2018,44.49382,-68.17986,82,Not LSOG,Not LSOG,2,3,-1
375823499489998,2014-2018,44.36498,-68.27719,77,Not LSOG,Not LSOG,2,20,-1
375823500489998,2014-2018,44.74723,-67.60508,33,Not LSOG,Not LSOG,0,4,-1
375823501489998,2014-2018,44.81981,-67.63924,58,Not LSOG,Not LSOG,1,16,-1
375823502489998,2014-2018,44.76248,-67.76985,48,Not LSOG,Not LSOG,1,5,-1
375823503489998,2014-2018,44.61348,-67.73141,67,Not LSOG,Not LSOG,2,0,-1
375823505489998,2014-2018,44.54155,-67.9749,27,Not LSOG,Not LSOG,1,15,-1
375823507489998,2014-2018,44.54919,-69.68736,83,Transitioning LS,Transitioning LS,6,20,-1
375823508489998,2014-2018,46.71263,-69.73093,76,Not LSOG,Not LSOG,3,11,15
375823509489998,2014-2018,46.47408,-69.68995,78,Not LSOG,Not LSOG,1,13,15
375823510489998,2014-2018,46.41949,-69.7294,33,Not LSOG,Not LSOG,2,12,15
375823511489998,2014-2018,46.51946,-69.75325,35,Not LSOG,Not LSOG,2,14,1
375823512489998,2014-2018,46.45415,-69.89936,54,Not LSOG,Not LSOG,2,14,15
375823513489998,2014-2018,46.21954,-69.90528,111,Transitioning LS,Transitioning LS,5,8,15
375823514489998,2014-2018,46.20442,-70.04342,40,Not LSOG,Not LSOG,0,0,15
375823515489998,2014-2018,46.05916,-70.15373,10,Not LSOG,Not LSOG,0,0,15
375823516489998,2014-2018,46.01636,-70.07351,27,Not LSOG,Not LSOG,0,15,15
375823517489998,2014-2018,45.20287,-70.53073,45,Not LSOG,Not LSOG,0,12,15
375823518489998,2014-2018,43.70696,-70.95034,75,Not LSOG,Not LSOG,2,17,-1
375823519489998,2014-2018,43.47697,-70.94929,63,Not LSOG,Not LSOG,1,18,-1
375823520489998,2014-2018,45.31461,-69.48197,103,Transitioning LS,Transitioning LS,6,18,15
375823521489998,2014-2018,45.40439,-69.59879,30,Not LSOG,Not LSOG,2,10,15
375823522489998,2014-2018,45.33047,-69.65069,37,Not LSOG,Not LSOG,1,5,15
375823523489998,2014-2018,45.44465,-69.77073,98,Transitioning LS,Transitioning LS,5,15,15
375823525489998,2014-2018,45.25802,-69.54191,41,Not LSOG,Not LSOG,1,16,15
375823526489998,2014-2018,45.10123,-69.67181,91,Not LSOG,Not LSOG,1,15,15
375823527489998,2014-2018,45.19763,-69.77409,27,Not LSOG,Not LSOG,2,11,15
375823528489998,2014-2018,45.20071,-69.99047,96,Transitioning LS,Transitioning LS,5,22,15
375823529489998,2014-2018,45.10391,-69.78323,30,Not LSOG,Not LSOG,3,7,15
375823530489998,2014-2018,45.05868,-69.89531,71,Not LSOG,Not LSOG,4,19,15
375823531489998,2014-2018,44.95748,-69.7863,77,Not LSOG,Not LSOG,1,18,15
375823532489998,2014-2018,44.88604,-69.84748,77,Transitioning LS,Not LSOG,4,16,15
375823533489998,2014-2018,44.96857,-69.96382,22,Not LSOG,Not LSOG,0,0,15
375823534489998,2014-2018,44.90254,-70.00613,76,Not LSOG,Not LSOG,3,20,15
375823535489998,2014-2018,44.76995,-70.12412,79,Not LSOG,Not LSOG,1,20,15
375823536489998,2014-2018,44.68216,-70.00369,35,Not LSOG,Not LSOG,3,20,15
375823537489998,2014-2018,46.04648,-68.64799,30,Not LSOG,Not LSOG,0,7,15
375823538489998,2014-2018,45.8918,-68.471190000000007,85,Not LSOG,Not LSOG,2,16,15
375823539489998,2014-2018,46.07963,-68.7074,32,Not LSOG,Not LSOG,0,11,15
375823540489998,2014-2018,45.91934,-68.77496,45,Not LSOG,Not LSOG,1,10,15
375823541489998,2014-2018,45.84244,-68.83069,73,Not LSOG,Not LSOG,4,18,15
375823542489998,2014-2018,45.67741,-68.79268,33,Not LSOG,Not LSOG,2,19,15
375823543489998,2014-2018,45.78417,-68.87182,25,Not LSOG,Not LSOG,1,13,15
375823544489998,2014-2018,45.86066,-68.99909,78,Not LSOG,Not LSOG,4,18,15
375823546489998,2014-2018,45.64419,-69.01489,121,Not LSOG,Not LSOG,3,14,15
375823547489998,2014-2018,45.52978,-68.90698,30,Not LSOG,Not LSOG,0,17,15
375823548489998,2014-2018,45.4784,-68.94108,42,Not LSOG,Not LSOG,2,14,15
375823549489998,2014-2018,44.40391,-69.64359,79,Not LSOG,Not LSOG,3,3,-1
375823550489998,2014-2018,44.18629,-69.70045,73,Not LSOG,Not LSOG,4,22,-1
375823551489998,2014-2018,44.34659,-69.86672,60,Not LSOG,Not LSOG,3,20,-1
375823552489998,2014-2018,44.2618,-69.74883,79,Not LSOG,Not LSOG,3,0,-1
375823554489998,2014-2018,44.13616,-70.04978,51,Not LSOG,Not LSOG,3,22,-1
375823556489998,2014-2018,46.00589,-68.25835,81,LS,Transitioning LS,6,9,15
375823557489998,2014-2018,46.14435,-68.46919,78,Not LSOG,Not LSOG,1,17,15
375823558489998,2014-2018,45.93098,-68.35057,40,Not LSOG,Not LSOG,0,6,15
375823559489998,2014-2018,45.80993,-68.48859,24,Not LSOG,Not LSOG,2,13,15
375823560489998,2014-2018,45.82489,-68.6502,43,Not LSOG,Not LSOG,0,16,15
375823561489998,2014-2018,45.66467,-68.58997,90,Not LSOG,Not LSOG,3,16,15
375823562489998,2014-2018,45.13566,-70.60831,42,Not LSOG,Not LSOG,2,3,15
375823563489998,2014-2018,45.04228,-70.4842,60,Not LSOG,Not LSOG,0,3,15
375823564489998,2014-2018,44.99088,-70.5293,25,Not LSOG,Not LSOG,2,4,15
375823565489998,2014-2018,45.07772,-70.63766,75,Not LSOG,Not LSOG,0,9,15
375823566489998,2014-2018,44.90248,-70.58757,115,Transitioning LS,Transitioning LS,5,16,15
375823568489998,2014-2018,44.82749,-70.65311,45,Not LSOG,Not LSOG,1,3,15
375823569489998,2014-2018,44.77129,-70.72633,42,Not LSOG,Not LSOG,2,7,15
375823570489998,2014-2018,44.8422,-70.82734,79,Not LSOG,Not LSOG,3,20,15
375823571489998,2014-2018,44.69465,-70.754,30,Not LSOG,Not LSOG,2,21,15
375823572489998,2014-2018,44.7829,-70.87983,69,Not LSOG,Not LSOG,2,21,2
375823573489998,2014-2018,44.72983,-70.9618,80,Not LSOG,Not LSOG,3,20,1
375823574489998,2014-2018,44.639772,-70.798044,68,Not LSOG,Not LSOG,0,3,-1
375823575489998,2014-2018,44.62615,-70.79229,68,Not LSOG,Not LSOG,3,20,-1
375823576489998,2014-2018,46.78664,-69.0707,73,Not LSOG,Not LSOG,1,19,15
375823577489998,2014-2018,46.7382,-69.05691,35,Not LSOG,Not LSOG,0,0,15
375823578489998,2014-2018,46.66552,-69.12901,35,Transitioning LS,Not LSOG,4,8,15
375823579489998,2014-2018,46.73985,-69.25431,53,Not LSOG,Not LSOG,1,20,15
375823580489998,2014-2018,46.825,-69.20606,32,Not LSOG,Not LSOG,1,3,15
375823581489998,2014-2018,46.68568,-69.19619,25,Not LSOG,Not LSOG,0,11,15
375823582489998,2014-2018,46.61803,-69.38292,83,Transitioning LS,Not LSOG,4,15,15
375823583489998,2014-2018,46.51894,-69.25612,23,Not LSOG,Not LSOG,0,15,15
375823584489998,2014-2018,46.43728,-69.31529,131,LS,Transitioning LS,6,0,15
375823585489998,2014-2018,46.48735,-69.30774,15,Not LSOG,Not LSOG,0,15,15
375823587489998,2014-2018,46.45796,-69.48763,32,Not LSOG,Not LSOG,3,18,15
375823588489998,2014-2018,46.39973,-69.55259,103,Transitioning LS,Transitioning LS,5,21,15
375823589489998,2014-2018,46.35978,-69.43418,35,Not LSOG,Not LSOG,2,11,1
375823590489998,2014-2018,46.31719,-69.4512,117,Transitioning LS,Transitioning LS,6,18,15
375823591489998,2014-2018,46.24404,-69.48514,70,Not LSOG,Not LSOG,1,18,1
375823592489998,2014-2018,47.00134,-68.42241,92,Not LSOG,Not LSOG,3,15,15
375823593489998,2014-2018,47.05489,-68.56999,101,Not LSOG,Not LSOG,2,17,15
375823595489998,2014-2018,44.70298,-70.19287,48,Not LSOG,Not LSOG,0,13,15
375823596489998,2014-2018,44.79778,-70.29284,80,Not LSOG,Not LSOG,2,20,15
375823598489998,2014-2018,44.61679,-70.23551,81,LS,LS,7,21,-1
375823599489998,2014-2018,44.53319,-70.1158,77,Not LSOG,Not LSOG,4,22,-1
375823600489998,2014-2018,44.46806,-70.16707,68,Not LSOG,Not LSOG,0,0,-1
375823601489998,2014-2018,44.55496,-70.29531,67,Not LSOG,Not LSOG,1,7,-1
375823603489998,2014-2018,44.59419,-70.46506,76,Not LSOG,Not LSOG,0,12,-1
375823604489998,2014-2018,44.43268,-70.39045,95,LS,LS,7,22,-1
375823606489998,2014-2018,44.2593,-70.34807,79,Not LSOG,Not LSOG,3,0,-1
375823607489998,2014-2018,44.34758,-70.46252,78,Not LSOG,Not LSOG,4,22,-1
375823608489998,2014-2018,44.27354,-70.50647,68,Not LSOG,Not LSOG,3,0,-1
375823609489998,2014-2018,46.52404,-68.64894,30,Not LSOG,Not LSOG,2,13,1
375823610489998,2014-2018,46.42791,-68.52012,101,Transitioning LS,Transitioning LS,5,17,15
375823611489998,2014-2018,46.3634,-68.58336,59,Not LSOG,Not LSOG,2,14,1
375823613489998,2014-2018,46.37317,-68.73843,40,Not LSOG,Not LSOG,2,18,15
375823614489998,2014-2018,46.39964,-68.8251,55,Not LSOG,Not LSOG,2,15,15
375823615489998,2014-2018,46.35337,-68.71664,55,Not LSOG,Not LSOG,0,16,15
375823616489998,2014-2018,46.22057,-68.82897,39,Not LSOG,Not LSOG,0,14,15
375823617489998,2014-2018,46.2172,-68.70346,130,Not LSOG,Not LSOG,2,17,15
375823618489998,2014-2018,46.24183,-68.91558,49,Not LSOG,Not LSOG,2,19,15
375823620489998,2014-2018,46.0366,-69.0669,40,Not LSOG,Not LSOG,2,9,15
375823621489998,2014-2018,45.96094,-69.11843,30,Not LSOG,Not LSOG,2,11,15
375823622489998,2014-2018,46.0636,-69.13332,30,Not LSOG,Not LSOG,3,9,15
375823625489998,2014-2018,46.88527,-67.89302,107,Not LSOG,Not LSOG,3,14,-1
375823626489998,2014-2018,46.72752,-67.85288,35,Not LSOG,Not LSOG,1,0,-1
375823629489998,2014-2018,46.74704,-68.03724,84,Transitioning LS,Transitioning LS,5,13,15
375823630489998,2014-2018,46.6667,-68.07925,70,Not LSOG,Not LSOG,1,16,15
375823631489998,2014-2018,46.59922,-67.97949,40,Not LSOG,Not LSOG,2,3,15
375823632489998,2014-2018,45.42108,-68.00254,58,Not LSOG,Not LSOG,3,20,15
375823633489998,2014-2018,45.29917,-68.18602,121,Transitioning LS,Transitioning LS,5,0,15
375823634489998,2014-2018,45.37527,-68.24373,101,Not LSOG,Not LSOG,3,9,15
375823635489998,2014-2018,45.28582,-68.30992,33,Not LSOG,Not LSOG,0,15,15
375823636489998,2014-2018,45.14309,-68.25354,63,Not LSOG,Not LSOG,1,8,15
375823637489998,2014-2018,45.0809,-68.30137,33,Not LSOG,Not LSOG,2,6,15
375823638489998,2014-2018,45.1686,-68.43557,115,Not LSOG,Not LSOG,3,10,15
375823639489998,2014-2018,45.09678,-68.35926,40,Not LSOG,Not LSOG,2,12,15
375823640489998,2014-2018,45.14678,-68.47619,98,Not LSOG,Not LSOG,1,15,15
375823641489998,2014-2018,44.94271,-68.41474,78,Not LSOG,Not LSOG,0,14,15
375823642489998,2014-2018,44.766,-68.47225,89,Transitioning LS,Not LSOG,4,3,15
375823644489998,2014-2018,46.82367,-68.57526,25,Not LSOG,Not LSOG,0,12,15
375823645489998,2014-2018,46.84341,-68.64378,27,Not LSOG,Not LSOG,1,16,15
375823646489998,2014-2018,46.84306,-68.75993,130,Transitioning LS,Transitioning LS,6,20,15
375823647489998,2014-2018,46.68018,-68.82072,67,Not LSOG,Not LSOG,2,11,15
375823648489998,2014-2018,46.59323,-68.73746,89,Not LSOG,Not LSOG,3,20,1
375823649489998,2014-2018,46.54356,-68.82993,35,Not LSOG,Not LSOG,0,15,15
375823650489998,2014-2018,46.62201,-68.9557,98,Transitioning LS,Not LSOG,4,15,15
375823651489998,2014-2018,45.91709,-69.25078,30,Not LSOG,Not LSOG,1,17,15
375823652489998,2014-2018,45.80302,-69.06144,110,Not LSOG,Not LSOG,3,19,15
375823653489998,2014-2018,45.72676,-69.12005,109,Not LSOG,Not LSOG,2,13,15
375823654489998,2014-2018,45.82487,-69.24891,88,Not LSOG,Not LSOG,3,8,15
375823655489998,2014-2018,45.73422,-69.29456,109,Not LSOG,Not LSOG,3,15,15
375823656489998,2014-2018,45.6776,-69.36356,33,Not LSOG,Not LSOG,1,10,15
375823657489998,2014-2018,45.58584,-69.27901,28,Not LSOG,Not LSOG,1,8,15
375823658489998,2014-2018,45.45222,-69.24951,44,Not LSOG,Not LSOG,3,5,15
375823659489998,2014-2018,45.59851,-69.43363,37,Not LSOG,Not LSOG,2,15,15
375823660489998,2014-2018,45.53722,-69.48724,115,Transitioning LS,Not LSOG,4,17,15
375823661489998,2014-2018,45.6455,-69.5902,61,Not LSOG,Not LSOG,2,16,15
375823662489998,2014-2018,45.517997,-69.423396,77,Not LSOG,Not LSOG,2,10,15
375823663489998,2014-2018,45.47739,-69.54837,76,Not LSOG,Not LSOG,1,13,15
375823664489998,2014-2018,45.37595,-69.41599,99,Not LSOG,Not LSOG,3,15,15
375823666489998,2014-2018,47.18255,-67.95617,45,Not LSOG,Not LSOG,1,18,-1
375823667489998,2014-2018,47.05234,-67.97121,121,Not LSOG,Not LSOG,2,10,15
375823668489998,2014-2018,46.97932,-68.02883,20,Not LSOG,Not LSOG,0,0,15
375823669489998,2014-2018,47.10798,-68.1936,40,Not LSOG,Not LSOG,1,15,-1
375823670489998,2014-2018,47.06028,-68.20839,35,Not LSOG,Not LSOG,0,10,15
375823671489998,2014-2018,43.92456,-70.21211,65,Not LSOG,Not LSOG,0,3,-1
375823672489998,2014-2018,43.83397,-70.10713,70,Transitioning LS,Transitioning LS,5,16,-1
375823675489998,2014-2018,43.71857,-70.35052,60,Not LSOG,Not LSOG,0,17,-1
375823677489998,2014-2018,43.49869,-70.54525,80,Transitioning LS,Not LSOG,4,0,-1
375823678489998,2014-2018,43.45533,-70.41127,64,Not LSOG,Not LSOG,2,18,-1
375823679489998,2014-2018,45.13766,-68.63663,35,Not LSOG,Not LSOG,1,12,15
375823680489998,2014-2018,45.24382,-68.70902,40,Not LSOG,Not LSOG,1,14,15
375823681489998,2014-2018,45.12165,-68.7974,75,Not LSOG,Not LSOG,0,14,15
375823682489998,2014-2018,45.60115,-68.63017,87,Transitioning LS,Not LSOG,4,13,15
375823683489998,2014-2018,47.42745,-69.05597,72,Transitioning LS,Not LSOG,4,13,-1
375823684489998,2014-2018,47.34995,-69.1371,8,Not LSOG,Not LSOG,0,0,-1
375823685489998,2014-2018,47.37733,-69.297,65,Not LSOG,Not LSOG,3,11,-1
375823686489998,2014-2018,47.31942,-69.36667,68,Not LSOG,Not LSOG,2,10,-1
375823687489998,2014-2018,47.26766,-69.23898,30,Not LSOG,Not LSOG,2,0,-1
375823688489998,2014-2018,46.0298,-70.25731,27,Not LSOG,Not LSOG,1,15,15
375823689489998,2014-2018,47.1103,-68.33508,45,Not LSOG,Not LSOG,1,12,-1
375823690489998,2014-2018,46.93605,-68.27647,27,Not LSOG,Not LSOG,2,5,15
375823692489998,2014-2018,46.76767,-68.2054,22,Not LSOG,Not LSOG,0,15,15
375823693489998,2014-2018,46.84535,-68.31495,75,Not LSOG,Not LSOG,0,4,1
375823694489998,2014-2018,46.79271,-68.39428,42,Not LSOG,Not LSOG,2,16,1
375823695489998,2014-2018,46.89124,-68.49569,45,Transitioning LS,Not LSOG,4,16,15
375823696489998,2014-2018,46.77242,-68.33395,45,Transitioning LS,Not LSOG,4,14,1
375823697489998,2014-2018,46.7272,-68.44038,36,Not LSOG,Not LSOG,2,13,1
375823698489998,2014-2018,46.63576,-68.34013,58,Not LSOG,Not LSOG,0,7,15
375823699489998,2014-2018,46.57236,-68.39185,50,Not LSOG,Not LSOG,4,18,15
375823700489998,2014-2018,46.6605,-68.52058,40,Not LSOG,Not LSOG,2,15,1
375823701489998,2014-2018,46.59455,-68.58606,38,Not LSOG,Not LSOG,0,13,15
375823702489998,2014-2018,46.59194,-68.69419,69,Not LSOG,Not LSOG,3,20,2
375823703489998,2014-2018,45.13788,-68.82043,83,Transitioning LS,Not LSOG,4,8,15
375823704489998,2014-2018,45.07608,-68.69478,29,Not LSOG,Not LSOG,2,3,15
375823705489998,2014-2018,44.9412,-68.89924,91,Transitioning LS,Not LSOG,4,15,15
375823706489998,2014-2018,45.07087,-68.88458,80,Not LSOG,Not LSOG,2,9,15
375823707489998,2014-2018,45.91735,-68.83478,73,Not LSOG,Not LSOG,0,15,15
375823708489998,2014-2018,45.01335,-68.9457,125,LS,LS,7,18,15
375823709489998,2014-2018,44.94243,-68.98358,50,Not LSOG,Not LSOG,0,0,15
375823710489998,2014-2018,44.84003,-68.88485,58,Not LSOG,Not LSOG,2,16,15
375823711489998,2014-2018,44.87251,-69.06347,70,Not LSOG,Not LSOG,3,12,15
375823712489998,2014-2018,44.80258,-69.10244,77,Not LSOG,Not LSOG,3,3,15
375823713489998,2014-2018,44.74032,-69.19381,73,Transitioning LS,Not LSOG,4,0,15
375823714489998,2014-2018,44.63751,-69.07407,70,LS,Transitioning LS,6,11,-1
375823716489998,2014-2018,45.50713,-68.71957,115,Not LSOG,Not LSOG,1,16,15
375823717489998,2014-2018,45.37732,-68.83904,87,Not LSOG,Not LSOG,1,11,15
375823718489998,2014-2018,45.40763,-69.00947,63,Not LSOG,Not LSOG,2,11,15
375823719489998,2014-2018,45.23237,-68.94394,92,Transitioning LS,Not LSOG,4,0,15
375823720489998,2014-2018,45.18604,-69.20143,75,Transitioning LS,Not LSOG,4,12,15
375823721489998,2014-2018,45.03232,-69.10536,75,Transitioning LS,Not LSOG,4,13,15
375823722489998,2014-2018,45.03706,-68.53112,155,Transitioning LS,Transitioning LS,5,14,15
375823723489998,2014-2018,44.95854,-68.59116,75,Transitioning LS,Not LSOG,4,0,15
375823724489998,2014-2018,45.86111,-70.19748,50,Not LSOG,Not LSOG,1,13,15
375823725489998,2014-2018,45.79445,-70.26994,60,Not LSOG,Not LSOG,2,0,15
375823726489998,2014-2018,45.65353,-70.37219,112,Transitioning LS,Transitioning LS,5,10,15
375823728489998,2014-2018,45.60552,-70.61666,47,Not LSOG,Not LSOG,0,10,15
375823729489998,2014-2018,45.44331,-70.55199,20,Not LSOG,Not LSOG,3,19,15
375823730489998,2014-2018,45.36848,-70.61429,88,Not LSOG,Not LSOG,2,14,15
375823731489998,2014-2018,47.29572,-69.16621,50,Not LSOG,Not LSOG,0,5,-1
375823732489998,2014-2018,47.11884,-69.11439,35,Not LSOG,Not LSOG,2,6,-1
375823733489998,2014-2018,46.32801,-69.61896,77,Transitioning LS,Transitioning LS,5,19,15
375823734489998,2014-2018,46.18279,-69.54024,40,Not LSOG,Not LSOG,2,11,15
375823735489998,2014-2018,43.2187,-70.76324,63,Not LSOG,Not LSOG,3,16,-1
375823736489998,2014-2018,45.36971,-67.44848,72,Not LSOG,Not LSOG,2,0,-1
375823737489998,2014-2018,45.4356,-67.58911,32,Not LSOG,Not LSOG,0,16,-1
375823738489998,2014-2018,45.32893,-67.52018,53,Not LSOG,Not LSOG,1,15,-1
