CN,eval_period,LAT,LON,v4_class,v5_class,silc_val,hagan_val
171137851020004,2014-2018,43.91643,-70.91001,Not LSOG,Not LSOG,,
171137852020004,2014-2018,44.90344,-69.51262,Transitioning LS,Not LSOG,,
171137853020004,2014-2018,45.00711,-69.64585,Not LSOG,Not LSOG,,
171137855020004,2014-2018,45.02929,-69.42343,Not LSOG,Not LSOG,,
171137856020004,2014-2018,44.77651,-69.67994,Not LSOG,Not LSOG,,
171137857020004,2014-2018,44.70345,-69.69609,Not LSOG,Not LSOG,,
171137860020004,2014-2018,44.65454,-69.94899,Not LSOG,Not LSOG,,
171137861020004,2014-2018,44.44814,-69.97718,Not LSOG,Not LSOG,,
171137862020004,2014-2018,44.58862,-70.00058,Not LSOG,Not LSOG,,
171137863020004,2014-2018,44.51859,-70.0525,Not LSOG,Not LSOG,,
171137864020004,2014-2018,46.58278,-68.08921,Not LSOG,Not LSOG,,
171137865020004,2014-2018,46.77074,-68.0663,Not LSOG,Not LSOG,,
171137866020004,2014-2018,46.68475,-68.21526,Not LSOG,Not LSOG,,
171137867020004,2014-2018,46.6165,-68.27824,Transitioning LS,Not LSOG,,1
171137868020004,2014-2018,46.50304,-68.12421,Not LSOG,Not LSOG,,1
171137869020004,2014-2018,46.5716,-68.16323,Not LSOG,Not LSOG,1,
171137870020004,2014-2018,46.54581,-68.33313,Not LSOG,Not LSOG,,
171137871020004,2014-2018,46.40012,-68.28823,Not LSOG,Not LSOG,,1
171137872020004,2014-2018,46.47873,-68.40534,Not LSOG,Not LSOG,,
171137873020004,2014-2018,46.39286,-68.48542,Not LSOG,Not LSOG,,1
171137874020004,2014-2018,46.29017,-68.33259,Not LSOG,Not LSOG,,1
171137875020004,2014-2018,46.23428,-68.39933,Not LSOG,Not LSOG,,1
171137876020004,2014-2018,46.32703,-68.51906,Not LSOG,Not LSOG,,1
171137877020004,2014-2018,46.14671,-68.47632,Not LSOG,Not LSOG,,2
171137879020004,2014-2018,46.1944,-68.65395,Not LSOG,Not LSOG,,1
171137880020004,2014-2018,44.93013,-67.95938,Not LSOG,Not LSOG,,1
171137881020004,2014-2018,44.857,-67.8914,Not LSOG,Not LSOG,,2
171137882020004,2014-2018,44.76173,-67.88135,Not LSOG,Not LSOG,,1
171137883020004,2014-2018,44.86236,-68.01613,Transitioning LS,Not LSOG,,2
171137884020004,2014-2018,44.69997,-67.94882,Not LSOG,Not LSOG,,1
171137885020004,2014-2018,44.79812,-68.07063,Transitioning LS,Transitioning LS,,2
171137886020004,2014-2018,44.72547,-68.16763,Not LSOG,Not LSOG,,1
171137887020004,2014-2018,44.61349,-68.0002,Not LSOG,Not LSOG,,2
171137888020004,2014-2018,44.56048,-68.06313,Transitioning LS,Not LSOG,,1
171137889020004,2014-2018,44.65336,-68.19299,Not LSOG,Not LSOG,,
171137890020004,2014-2018,44.49637,-68.12756,Not LSOG,Not LSOG,,
171137891020004,2014-2018,44.66203,-68.30597,Not LSOG,Not LSOG,,
171137892020004,2014-2018,44.50902,-68.31112,Not LSOG,Not LSOG,,
171137895020004,2014-2018,44.74763,-67.72403,Not LSOG,Not LSOG,,1
171137896020004,2014-2018,45.67397,-67.80914,Not LSOG,Not LSOG,,
171137897020004,2014-2018,44.50905,-67.71106,Not LSOG,Not LSOG,,
171137898020004,2014-2018,44.47163,-67.94997,Not LSOG,Not LSOG,,
171137899020004,2014-2018,44.52416,-67.87414,Not LSOG,Not LSOG,,
171137902020004,2014-2018,46.38701,-69.6936,Not LSOG,Not LSOG,,1
171137903020004,2014-2018,46.20233,-69.84011,Not LSOG,Not LSOG,,1
171137904020004,2014-2018,46.11696,-69.91095,Transitioning LS,Transitioning LS,,1
171137905020004,2014-2018,46.24249,-70.09658,Not LSOG,Not LSOG,,2
171137906020004,2014-2018,45.99779,-69.99222,Not LSOG,Not LSOG,,1
171137907020004,2014-2018,45.9125,-70.09974,Not LSOG,Not LSOG,,1
171137908020004,2014-2018,45.08834,-70.37138,Not LSOG,Not LSOG,,1
171137909020004,2014-2018,45.18428,-70.48805,Not LSOG,Not LSOG,,2
171137911020004,2014-2018,45.37795,-69.5415,Not LSOG,Not LSOG,,2
171137912020004,2014-2018,45.4145,-69.71715,Not LSOG,Not LSOG,,1
171137913020004,2014-2018,45.32253,-69.58801,Transitioning LS,Not LSOG,,4
171137914020004,2014-2018,45.24978,-69.60052,Not LSOG,Not LSOG,,1
171137915020004,2014-2018,45.16008,-69.7295,Not LSOG,Not LSOG,,1
171137916020004,2014-2018,45.19177,-69.88966,Not LSOG,Not LSOG,,1
171137919020004,2014-2018,44.99126,-70.08135,Not LSOG,Not LSOG,,1
171137920020004,2014-2018,44.82142,-70.00662,Not LSOG,Not LSOG,,
171137921020004,2014-2018,46.02847,-68.58569,Not LSOG,Not LSOG,,1
171137922020004,2014-2018,46.13315,-68.73202,Not LSOG,Not LSOG,,1
171137923020004,2014-2018,45.969,-68.66199,Not LSOG,Not LSOG,,1
171137924020004,2014-2018,45.89075,-68.70738,Not LSOG,Not LSOG,,1
171137925020004,2014-2018,45.98575,-68.83408,Transitioning LS,Transitioning LS,,2
171137926020004,2014-2018,46.04882,-68.77131,Not LSOG,Not LSOG,,1
171137927020004,2014-2018,45.90548,-68.88698,Not LSOG,Not LSOG,,
171137928020004,2014-2018,45.85004,-68.93975,LS,LS,,1
171137929020004,2014-2018,45.7565,-68.95179,LS,LS,,3
171137930020004,2014-2018,45.60854,-68.93729,Not LSOG,Not LSOG,,1
171137931020004,2014-2018,45.70015,-69.05067,Not LSOG,Not LSOG,,1
171137932020004,2014-2018,44.46617,-69.60057,Not LSOG,Not LSOG,,
171137933020004,2014-2018,44.46972,-69.70766,LS,LS,,
171137934020004,2014-2018,44.24101,-69.70095,Not LSOG,Not LSOG,,
171137936020004,2014-2018,44.09692,-69.80331,Transitioning LS,Transitioning LS,,
171137937020004,2014-2018,44.02199,-69.87054,Not LSOG,Not LSOG,,
171137941020004,2014-2018,44.03527,-70.05233,Transitioning LS,Transitioning LS,,
171137942020004,2014-2018,46.07938,-68.2316,Not LSOG,Not LSOG,,
171137943020004,2014-2018,45.98693,-68.22394,Not LSOG,Not LSOG,,
171137944020004,2014-2018,45.72868,-68.41295,Not LSOG,Not LSOG,,1
171137945020004,2014-2018,46.01262,-68.4113,Not LSOG,Not LSOG,,
171137946020004,2014-2018,45.93035,-68.46755,Not LSOG,Not LSOG,,
171137947020004,2014-2018,45.77291,-68.41086,Transitioning LS,Not LSOG,,1
171137948020004,2014-2018,45.70065,-68.46628,Not LSOG,Not LSOG,,2
171137949020004,2014-2018,45.86837,-68.52064,Not LSOG,Not LSOG,,
171137950020004,2014-2018,45.79375,-68.59949,Not LSOG,Not LSOG,,2
171137951020004,2014-2018,45.74006,-68.65342,Not LSOG,Not LSOG,,1
171137952020004,2014-2018,45.21035,-70.66663,Not LSOG,Not LSOG,,
171137953020004,2014-2018,44.85558,-70.66316,Not LSOG,Not LSOG,,1
171137954020004,2014-2018,44.94878,-70.47427,Not LSOG,Not LSOG,,
171137955020004,2014-2018,44.96667,-70.65435,Not LSOG,Not LSOG,,1
171137956020004,2014-2018,44.90474,-70.73456,Not LSOG,Not LSOG,,2
171137957020004,2014-2018,44.873132,-70.647853,Not LSOG,Not LSOG,,1
171137958020004,2014-2018,44.91214,-70.67039,Not LSOG,Not LSOG,,1
171137959020004,2014-2018,44.65729,-70.77369,Transitioning LS,Transitioning LS,,
171137960020004,2014-2018,44.66366,-70.70668,Transitioning LS,Transitioning LS,,
171137961020004,2014-2018,44.6806,-70.88241,Not LSOG,Not LSOG,,1
171137962020004,2014-2018,44.76234,-70.81347,Not LSOG,Not LSOG,1,1
171137963020004,2014-2018,44.7584,-70.94845,Not LSOG,Not LSOG,1,1
171137964020004,2014-2018,46.73308,-69.1809,Not LSOG,Not LSOG,,1
171137965020004,2014-2018,46.64052,-69.06755,Not LSOG,Not LSOG,,1
171137966020004,2014-2018,46.40829,-69.15936,Not LSOG,Not LSOG,1,1
171137967020004,2014-2018,46.65206,-69.23662,Transitioning LS,Not LSOG,,1
171137968020004,2014-2018,46.62009,-69.25164,Not LSOG,Not LSOG,,1
171137969020004,2014-2018,46.60689,-69.48944,Not LSOG,Not LSOG,,1
171137970020004,2014-2018,46.52264,-69.36951,Not LSOG,Not LSOG,,1
171137971020004,2014-2018,46.56787,-69.23178,Not LSOG,Not LSOG,,1
171137972020004,2014-2018,46.50243,-69.17875,Not LSOG,Not LSOG,,1
171137973020004,2014-2018,47.03375,-68.4753,Not LSOG,Not LSOG,,1
171137975020004,2014-2018,44.76643,-70.19418,Not LSOG,Not LSOG,,
171137976020004,2014-2018,44.55177,-70.23636,Not LSOG,Not LSOG,,
171137977020004,2014-2018,44.57668,-70.41198,Not LSOG,Not LSOG,,
171137978020004,2014-2018,44.45568,-70.27107,Transitioning LS,Not LSOG,,
171137980020004,2014-2018,44.34538,-70.40581,Not LSOG,Not LSOG,,
171137981020004,2014-2018,46.432,-68.63638,Transitioning LS,Not LSOG,1,1
171137982020004,2014-2018,46.38415,-68.93598,Not LSOG,Not LSOG,,2
171137984020004,2014-2018,46.33356,-68.83147,Not LSOG,Not LSOG,,1
171137985020004,2014-2018,46.24273,-69.00174,Not LSOG,Not LSOG,,1
171137986020004,2014-2018,46.14397,-68.89571,Transitioning LS,Transitioning LS,,4
171137987020004,2014-2018,46.01533,-69.00075,Not LSOG,Not LSOG,,1
171137988020004,2014-2018,46.03798,-69.19352,Not LSOG,Not LSOG,,1
171137989020004,2014-2018,45.87333,-69.11964,Transitioning LS,Not LSOG,,1
171137990020004,2014-2018,47.022,-67.8997,Transitioning LS,Transitioning LS,,1
171137991020004,2014-2018,46.84378,-67.86186,Transitioning LS,Transitioning LS,,
171137994020004,2014-2018,46.81786,-68.08173,Not LSOG,Not LSOG,,
171137995020004,2014-2018,46.73387,-67.97707,LS,Transitioning LS,,
171137997020004,2014-2018,46.74777,-68.14588,Not LSOG,Not LSOG,,
171137998020004,2014-2018,45.33015,-68.00112,Not LSOG,Not LSOG,,
171137999020004,2014-2018,45.282852,-68.040238,Not LSOG,Not LSOG,,1
171138000020004,2014-2018,45.35346,-68.17171,Not LSOG,Not LSOG,,1
171138001020004,2014-2018,45.39322,-68.26523,LS,LS,,
171138002020004,2014-2018,45.28229,-68.12337,Not LSOG,Not LSOG,,
171138003020004,2014-2018,45.12159,-68.29552,Not LSOG,Not LSOG,,4
171138004020004,2014-2018,45.208,-68.31131,Not LSOG,Not LSOG,,
171138005020004,2014-2018,45.12068,-68.17936,Transitioning LS,Not LSOG,,2
171138006020004,2014-2018,45.04645,-68.24393,Not LSOG,Not LSOG,,1
171138007020004,2014-2018,45.14139,-68.36429,Transitioning LS,Not LSOG,,1
171138008020004,2014-2018,45.24076,-68.47567,Transitioning LS,Not LSOG,,
171138009020004,2014-2018,44.91191,-68.36571,Not LSOG,Not LSOG,,1
171138010020004,2014-2018,44.85619,-68.40268,Not LSOG,Not LSOG,,
171138011020004,2014-2018,47.13247,-68.62846,Not LSOG,Not LSOG,,
171138012020004,2014-2018,46.98475,-68.56301,Not LSOG,Not LSOG,,1
171138013020004,2014-2018,46.89571,-68.64395,Not LSOG,Not LSOG,,2
171138014020004,2014-2018,46.80677,-68.5165,Transitioning LS,Transitioning LS,,1
171138015020004,2014-2018,46.67247,-68.58681,Not LSOG,Not LSOG,,1
171138016020004,2014-2018,46.81758,-68.70829,Not LSOG,Not LSOG,1,1
171138017020004,2014-2018,46.91839,-68.81493,Not LSOG,Not LSOG,,1
171138018020004,2014-2018,46.7762,-68.7377,Not LSOG,Not LSOG,,1
171138019020004,2014-2018,46.78433,-68.83443,Not LSOG,Not LSOG,,4
171138020020004,2014-2018,46.67914,-68.70853,Not LSOG,Not LSOG,,1
171138021020004,2014-2018,46.59575,-68.87192,Not LSOG,Not LSOG,1,1
171138022020004,2014-2018,46.70687,-69.00405,Not LSOG,Not LSOG,,1
171138023020004,2014-2018,46.53893,-68.95357,Not LSOG,Not LSOG,1,1
171138024020004,2014-2018,45.80121,-69.18783,Transitioning LS,Transitioning LS,,2
171138025020004,2014-2018,45.834844,-69.367412,Not LSOG,Not LSOG,,1
171138026020004,2014-2018,45.72653,-69.24309,Not LSOG,Not LSOG,,1
171138027020004,2014-2018,45.6559,-69.31083,Transitioning LS,Not LSOG,,1
171138028020004,2014-2018,45.53569,-69.38613,Not LSOG,Not LSOG,,1
171138029020004,2014-2018,45.608795,-69.538179,Not LSOG,Not LSOG,,2
171138030020004,2014-2018,45.39674,-69.49171,Not LSOG,Not LSOG,,1
171138031020004,2014-2018,47.12343,-68.01779,Not LSOG,Not LSOG,,2
171138032020004,2014-2018,47.04074,-68.08214,Not LSOG,Not LSOG,,
171138033020004,2014-2018,43.89498,-70.15922,Not LSOG,Not LSOG,,
171138036020004,2014-2018,43.62318,-70.40477,Transitioning LS,Not LSOG,,
171138038020004,2014-2018,45.10318,-68.58572,Not LSOG,Not LSOG,,
171138039020004,2014-2018,45.19268,-68.71502,Not LSOG,Not LSOG,,
171138040020004,2014-2018,44.72188,-67.54791,Not LSOG,Not LSOG,,1
171138041020004,2014-2018,45.56521,-68.58842,Not LSOG,Not LSOG,,1
171138042020004,2014-2018,45.45256,-68.71903,Not LSOG,Not LSOG,,
171138043020004,2014-2018,47.43062,-69.18252,Not LSOG,Not LSOG,,2
171138044020004,2014-2018,47.39644,-69.23129,Not LSOG,Not LSOG,,1
171138045020004,2014-2018,47.35895,-69.23292,Not LSOG,Not LSOG,,1
171138046020004,2014-2018,47.28723,-69.31072,Not LSOG,Not LSOG,,1
171138047020004,2014-2018,46.0766,-70.03258,Not LSOG,Not LSOG,,1
171138048020004,2014-2018,46.00728,-70.20356,Not LSOG,Not LSOG,,1
171138049020004,2014-2018,47.07187,-68.25152,Not LSOG,Not LSOG,,1
171138050020004,2014-2018,46.9889,-68.13383,LS,Transitioning LS,,
171138051020004,2014-2018,46.91348,-68.21075,Transitioning LS,Not LSOG,,
171138052020004,2014-2018,46.8508,-68.2732,Transitioning LS,Transitioning LS,,
171138053020004,2014-2018,46.87133,-68.44309,Not LSOG,Not LSOG,,1
171138054020004,2014-2018,46.70056,-68.39982,Transitioning LS,Transitioning LS,,
171138055020004,2014-2018,46.63089,-68.4574,Not LSOG,Not LSOG,,1
171138056020004,2014-2018,46.65395,-68.64062,Not LSOG,Not LSOG,2,2
171138057020004,2014-2018,46.57114,-68.52345,Transitioning LS,Not LSOG,,1
171138058020004,2014-2018,46.49154,-68.57405,LS,Transitioning LS,1,1
171138059020004,2014-2018,45.20345,-68.75708,Not LSOG,Not LSOG,,
171138060020004,2014-2018,45.20788,-68.90967,Not LSOG,Not LSOG,,1
171138061020004,2014-2018,45.06078,-68.83787,Not LSOG,Not LSOG,,
171138065020004,2014-2018,44.92017,-68.94388,Not LSOG,Not LSOG,,
171138067020004,2014-2018,44.84323,-69.01446,Not LSOG,Not LSOG,,
171138068020004,2014-2018,44.82038,-68.9504,Not LSOG,Not LSOG,,
171138070020004,2014-2018,44.77345,-69.04898,Not LSOG,Not LSOG,,
171138071020004,2014-2018,44.80449,-69.2259,Not LSOG,Not LSOG,,
171138072020004,2014-2018,45.61068,-68.7567,Not LSOG,Not LSOG,,1
171138073020004,2014-2018,45.5365,-68.83023,Not LSOG,Not LSOG,,
171138074020004,2014-2018,45.26752,-68.84901,Not LSOG,Not LSOG,,
171138075020004,2014-2018,45.40733,-68.89498,Not LSOG,Not LSOG,,1
171138076020004,2014-2018,45.30455,-68.88495,Not LSOG,Not LSOG,,
171138077020004,2014-2018,45.30931,-69.00697,Not LSOG,Not LSOG,,1
171138078020004,2014-2018,45.09047,-69.00536,Not LSOG,Not LSOG,,
171138079020004,2014-2018,45.22542,-69.07463,Not LSOG,Not LSOG,,
171138080020004,2014-2018,45.0987,-69.30976,Not LSOG,Not LSOG,,
171138081020004,2014-2018,44.9346,-68.52751,Not LSOG,Not LSOG,,
171138082020004,2014-2018,45.77101,-70.2336,Not LSOG,Not LSOG,,1
171138083020004,2014-2018,45.71139,-70.25781,Not LSOG,Not LSOG,,1
171138084020004,2014-2018,45.80178,-70.36866,LS,LS,,1
171138085020004,2014-2018,45.57392,-70.36778,Not LSOG,Not LSOG,,1
171138086020004,2014-2018,45.46594,-70.42978,Not LSOG,Not LSOG,,1
171138087020004,2014-2018,45.41208,-70.61329,Transitioning LS,Not LSOG,,
171138088020004,2014-2018,45.51165,-70.61921,Transitioning LS,Transitioning LS,,2
171138089020004,2014-2018,45.34188,-70.54911,Not LSOG,Not LSOG,,1
171138090020004,2014-2018,45.26475,-70.59991,Not LSOG,Not LSOG,,
171138091020004,2014-2018,45.38196,-70.73913,Not LSOG,Not LSOG,,1
171138092020004,2014-2018,47.17396,-69.04018,Not LSOG,Not LSOG,,2
171138094020004,2014-2018,47.27486,-69.12861,Not LSOG,Not LSOG,,1
171138095020004,2014-2018,47.1897,-69.19628,LS,LS,,2
171138096020004,2014-2018,46.21406,-69.42924,Not LSOG,Not LSOG,1,1
171138098020004,2014-2018,43.37922,-70.93282,Transitioning LS,Transitioning LS,,
171138099020004,2014-2018,45.41226,-67.54035,Not LSOG,Not LSOG,,1
171138100020004,2014-2018,45.3415,-67.57952,Not LSOG,Not LSOG,,1
171138101020004,2014-2018,45.29761,-67.47939,Transitioning LS,Not LSOG,,1
171138102020004,2014-2018,45.24966,-67.46716,Not LSOG,Not LSOG,,
171138103020004,2014-2018,45.19996,-67.52267,Not LSOG,Not LSOG,,
171138104020004,2014-2018,45.28115,-67.65695,Transitioning LS,Transitioning LS,,
171138105020004,2014-2018,45.12483,-67.57684,Not LSOG,Not LSOG,,
171138106020004,2014-2018,45.20663,-67.71854,Not LSOG,Not LSOG,,1
171138107020004,2014-2018,45.11721,-67.70254,Not LSOG,Not LSOG,,1
171138108020004,2014-2018,45.04936,-67.65003,Not LSOG,Not LSOG,,
171138109020004,2014-2018,44.98891,-68.6527,Not LSOG,Not LSOG,,
171138110020004,2014-2018,44.88859,-68.53756,Not LSOG,Not LSOG,,
171138111020004,2014-2018,44.86027,-68.59539,Not LSOG,Not LSOG,,
171138112020004,2014-2018,44.78988,-68.65281,Not LSOG,Not LSOG,,
171138113020004,2014-2018,44.69964,-68.53143,Not LSOG,Not LSOG,,
171138114020004,2014-2018,44.65671,-68.60702,Not LSOG,Not LSOG,,
171138115020004,2014-2018,44.72891,-68.71284,Not LSOG,Not LSOG,,
171138116020004,2014-2018,44.81375,-69.00352,Not LSOG,Not LSOG,,
171138117020004,2014-2018,44.6555,-68.76525,Not LSOG,Not LSOG,,
171138118020004,2014-2018,44.42365,-68.76891,Not LSOG,Not LSOG,,
171138119020004,2014-2018,44.53642,-68.89995,Not LSOG,Not LSOG,,
171138120020004,2014-2018,44.62922,-69.01646,OG,OG,,
171138121020004,2014-2018,44.46919,-68.88707,Not LSOG,Not LSOG,,
171138122020004,2014-2018,44.37374,-69.00124,Transitioning LS,Not LSOG,,
171138123020004,2014-2018,44.79974,-67.04813,Transitioning LS,Transitioning LS,,
171138126020004,2014-2018,44.897999,-67.22222,Transitioning LS,Not LSOG,,1
171138127020004,2014-2018,44.99234,-67.28043,Not LSOG,Not LSOG,,
171138129020004,2014-2018,44.80271,-67.1854,Not LSOG,Not LSOG,,
171138130020004,2014-2018,44.85901,-67.30806,Not LSOG,Not LSOG,,1
171138131020004,2014-2018,44.67453,-67.18799,Not LSOG,Not LSOG,,
171138132020004,2014-2018,44.76005,-67.30038,Transitioning LS,Not LSOG,,
171138133020004,2014-2018,44.69076,-67.35831,Not LSOG,Not LSOG,,
171138134020004,2014-2018,44.80905,-67.54819,Not LSOG,Not LSOG,,
171138136020004,2014-2018,44.59372,-67.6771,Not LSOG,Not LSOG,,
171138137020004,2014-2018,45.13732,-67.20386,Not LSOG,Not LSOG,,
171138138020004,2014-2018,45.0709,-67.23852,Not LSOG,Not LSOG,,
171138139020004,2014-2018,45.10218,-67.39723,Not LSOG,Not LSOG,,
171138140020004,2014-2018,44.83859,-67.42162,LS,Transitioning LS,,1
171138141020004,2014-2018,45.02512,-67.47284,Not LSOG,Not LSOG,,
171138142020004,2014-2018,44.8362,-67.60076,Transitioning LS,Not LSOG,,
171138143020004,2014-2018,44.49083,-68.17901,Not LSOG,Not LSOG,,
171138144020004,2014-2018,44.57404,-68.82427,Not LSOG,Not LSOG,,
171138145020004,2014-2018,44.43332,-68.96937,Transitioning LS,Not LSOG,,
171138147020004,2014-2018,44.2769,-69.471,Not LSOG,Not LSOG,,
171138148020004,2014-2018,44.07762,-69.64104,Not LSOG,Not LSOG,,
171138149020004,2014-2018,45.35886,-68.78687,Not LSOG,Not LSOG,,1
171138150020004,2014-2018,44.11271,-69.98548,Not LSOG,Not LSOG,,
171138151020004,2014-2018,46.10399,-68.52436,Not LSOG,Not LSOG,,1
171138152020004,2014-2018,45.81073,-68.7614,Not LSOG,Not LSOG,,1
171138153020004,2014-2018,45.7505,-68.8225,Not LSOG,Not LSOG,,3
171138154020004,2014-2018,44.81241,-69.83823,Not LSOG,Not LSOG,,
171138155020004,2014-2018,44.62494,-69.77413,Not LSOG,Not LSOG,,
171138156020004,2014-2018,44.60316,-70.17245,Not LSOG,Not LSOG,,
171138157020004,2014-2018,43.60995,-70.93634,LS,LS,,
171138158020004,2014-2018,46.3844,-68.88022,Not LSOG,Not LSOG,,1
171138159020004,2014-2018,45.44847,-70.07944,Not LSOG,Not LSOG,,1
171138160020004,2014-2018,45.12563,-69.9471,Not LSOG,Not LSOG,,3
171138161020004,2014-2018,44.94159,-70.34794,Not LSOG,Not LSOG,,1
171138162020004,2014-2018,44.68945,-70.24505,Not LSOG,Not LSOG,,
171138163020004,2014-2018,46.44496,-69.42312,Not LSOG,Not LSOG,1,1
171138164020004,2014-2018,46.46888,-69.60767,Not LSOG,Not LSOG,,2
171138165020004,2014-2018,46.14499,-69.60428,Transitioning LS,Transitioning LS,,1
171138166020004,2014-2018,46.24338,-69.59812,Not LSOG,Not LSOG,1,1
171138167020004,2014-2018,46.26143,-69.78756,Not LSOG,Not LSOG,,1
171138168020004,2014-2018,45.16218,-70.29936,Transitioning LS,Transitioning LS,,2
171138169020004,2014-2018,44.88171,-70.54855,Not LSOG,Not LSOG,,1
171138171020004,2014-2018,46.32155,-69.75412,Not LSOG,Not LSOG,,2
171138172020004,2014-2018,46.42263,-69.84904,Not LSOG,Not LSOG,,1
171138173020004,2014-2018,45.06038,-70.7814,Transitioning LS,Not LSOG,1,1
171138174020004,2014-2018,44.343124,-70.886137,Not LSOG,Not LSOG,,1
171138175020004,2014-2018,44.282811,-70.964341,Not LSOG,Not LSOG,,1
171138176020004,2014-2018,44.334465,-70.934067,Not LSOG,Not LSOG,,1
243882379489998,2014-2018,45.1688,-69.48444,Transitioning LS,Not LSOG,,
243882380489998,2014-2018,44.9542,-69.6616,Not LSOG,Not LSOG,,
243882382489998,2014-2018,45.1312,-69.7078,Not LSOG,Not LSOG,,1
243882383489998,2014-2018,45.05179,-69.76824,Not LSOG,Not LSOG,,
243882384489998,2014-2018,45.08643,-69.98097,Not LSOG,Not LSOG,,1
243882385489998,2014-2018,44.99898,-70.00388,Not LSOG,Not LSOG,,1
243882386489998,2014-2018,43.54356,-70.9434,Not LSOG,Not LSOG,,
243882387489998,2014-2018,45.05495,-69.19359,Not LSOG,Not LSOG,,
243882388489998,2014-2018,45.54872,-70.14176,Not LSOG,Not LSOG,,1
243882389489998,2014-2018,45.11335,-70.30611,Transitioning LS,Transitioning LS,,2
243882390489998,2014-2018,46.38199,-69.85379,Not LSOG,Not LSOG,,1
243882391489998,2014-2018,46.15568,-69.86035,Not LSOG,Not LSOG,,1
243882392489998,2014-2018,46.25875,-70.15833,Not LSOG,Not LSOG,,1
243882393489998,2014-2018,44.864634,-70.892107,Not LSOG,Not LSOG,1,1
243882394489998,2014-2018,43.94869,-70.27517,Not LSOG,Not LSOG,,
243882395489998,2014-2018,45.79138,-69.531,Not LSOG,Not LSOG,,1
243882396489998,2014-2018,45.79257,-69.78716,Not LSOG,Not LSOG,,1
243882397489998,2014-2018,44.32569,-70.74654,Not LSOG,Not LSOG,,1
243882398489998,2014-2018,44.67178,-68.36026,Not LSOG,Not LSOG,,
243882399489998,2014-2018,44.12189,-69.28764,LS,Transitioning LS,,
243882400489998,2014-2018,44.70491,-69.15141,Transitioning LS,Transitioning LS,,
243882401489998,2014-2018,44.50047,-69.07206,Not LSOG,Not LSOG,,
243882402489998,2014-2018,46.95922,-69.54266,Not LSOG,Not LSOG,,1
243882403489998,2014-2018,44.92279,-70.45558,Transitioning LS,Not LSOG,,1
243882404489998,2014-2018,46.23244,-69.96568,Not LSOG,Not LSOG,,1
243882405489998,2014-2018,44.11266,-70.90496,Not LSOG,Not LSOG,,
243882406489998,2014-2018,46.89833,-68.99668,Not LSOG,Not LSOG,,2
243882407489998,2014-2018,45.98286,-69.21076,Not LSOG,Not LSOG,,1
243882408489998,2014-2018,46.54702,-69.31433,Not LSOG,Not LSOG,,1
